year,week_number,unique_identifier,start_day,start_month,end_day,end_month,death,count
1701,14,Laxton-1701-14-verso,18,March,25,March,Looseness,
1701,14,Laxton-1701-14-verso,18,March,25,March,Lunatick and Frenzy,
1701,14,Laxton-1701-14-verso,18,March,25,March,Malignant Fever,
1701,14,Laxton-1701-14-verso,18,March,25,March,Meagrim,
1701,14,Laxton-1701-14-verso,18,March,25,March,Measles,
1701,14,Laxton-1701-14-verso,18,March,25,March,Miscarriage,
1701,14,Laxton-1701-14-verso,18,March,25,March,Mortification,
1701,14,Laxton-1701-14-verso,18,March,25,March,Mother,
1701,14,Laxton-1701-14-verso,18,March,25,March,Noli me tangere,
1701,14,Laxton-1701-14-verso,18,March,25,March,Palsie,
1701,14,Laxton-1701-14-verso,18,March,25,March,Plague,
1701,14,Laxton-1701-14-verso,18,March,25,March,Planet,
1701,14,Laxton-1701-14-verso,18,March,25,March,Plurisie,1
1701,14,Laxton-1701-14-verso,18,March,25,March,Purples,2
1701,14,Laxton-1701-14-verso,18,March,25,March,Quinsie,
1701,14,Laxton-1701-14-verso,18,March,25,March,Rash,
1701,14,Laxton-1701-14-verso,18,March,25,March,Rheumatism,1
1701,14,Laxton-1701-14-verso,18,March,25,March,Rickets,7
1701,14,Laxton-1701-14-verso,18,March,25,March,Rising of the Lights,2
1701,14,Laxton-1701-14-verso,18,March,25,March,Running of the Reins,
1701,14,Laxton-1701-14-verso,18,March,25,March,Rupture,
1701,14,Laxton-1701-14-verso,18,March,25,March,Scald Head,
1701,14,Laxton-1701-14-verso,18,March,25,March,Scarlet Fever,
1701,14,Laxton-1701-14-verso,18,March,25,March,Sciatica,
1701,14,Laxton-1701-14-verso,18,March,25,March,Scowring,
1701,14,Laxton-1701-14-verso,18,March,25,March,Scurvy,
1701,14,Laxton-1701-14-verso,18,March,25,March,Sores,
1701,14,Laxton-1701-14-verso,18,March,25,March,Shingles,
1701,14,Laxton-1701-14-verso,18,March,25,March,Spleen,
1701,14,Laxton-1701-14-verso,18,March,25,March,Spotted-Fever,2
1701,14,Laxton-1701-14-verso,18,March,25,March,St. Anthony's Fire,
1701,14,Laxton-1701-14-verso,18,March,25,March,Starved,
1701,14,Laxton-1701-14-verso,18,March,25,March,Stone,
1701,14,Laxton-1701-14-verso,18,March,25,March,Stopping of the Stomach,12
1701,14,Laxton-1701-14-verso,18,March,25,March,Strangury,
1701,14,Laxton-1701-14-verso,18,March,25,March,Strongullion,
1701,14,Laxton-1701-14-verso,18,March,25,March,Suddenly,1
1701,14,Laxton-1701-14-verso,18,March,25,March,Surfeit,
1701,14,Laxton-1701-14-verso,18,March,25,March,Swelling in the Throat,
1701,14,Laxton-1701-14-verso,18,March,25,March,Swine-Pox,
1701,14,Laxton-1701-14-verso,18,March,25,March,Teeth,29
1701,14,Laxton-1701-14-verso,18,March,25,March,Thrush,1
1701,14,Laxton-1701-14-verso,18,March,25,March,Tissick,12
1701,14,Laxton-1701-14-verso,18,March,25,March,Tympany,
1701,14,Laxton-1701-14-verso,18,March,25,March,Twisting of the Guts,
1701,14,Laxton-1701-14-verso,18,March,25,March,Ulcer,3
1701,14,Laxton-1701-14-verso,18,March,25,March,Vapours,
1701,14,Laxton-1701-14-verso,18,March,25,March,Vomiting,
1701,14,Laxton-1701-14-verso,18,March,25,March,Water in the Head,
1701,14,Laxton-1701-14-verso,18,March,25,March,Wen,
1701,14,Laxton-1701-14-verso,18,March,25,March,Wind,
1701,14,Laxton-1701-14-verso,18,March,25,March,Wolf,
1701,14,Laxton-1701-14-verso,18,March,25,March,Worms,
1701,14,Laxton-1701-14-verso,18,March,25,March,Abortive,6
1701,14,Laxton-1701-14-verso,18,March,25,March,Overlaid,2
1701,14,Laxton-1701-14-verso,18,March,25,March,Still-born,11
1701,14,Laxton-1701-14-verso,18,March,25,March,Drowned,1
1701,14,Laxton-1701-14-verso,18,March,25,March,Found Dead,
1701,14,Laxton-1701-14-verso,18,March,25,March,Executed,2
1701,14,Laxton-1701-14-verso,18,March,25,March,Killed,2
1701,14,Laxton-1701-14-verso,18,March,25,March,Suicide,
1701,14,Laxton-1701-14-verso,18,March,25,March,Other,1
1701,14,Laxton-1701-14-verso,18,March,25,March,Buried (Male),205
1701,14,Laxton-1701-14-verso,18,March,25,March,Buried (Female),230
1701,14,Laxton-1701-14-verso,18,March,25,March,Buried (All),435
1701,14,Laxton-1701-14-verso,18,March,25,March,Increase/Decrease in Burials,10
1701,15,Laxton-1701-15-verso,25,March,1,April,Aged,32
1701,15,Laxton-1701-15-verso,25,March,1,April,Ague,
1701,15,Laxton-1701-15-verso,25,March,1,April,Apoplexy,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Asthma,
1701,15,Laxton-1701-15-verso,25,March,1,April,Bed-ridden,
1701,15,Laxton-1701-15-verso,25,March,1,April,Blasted,
1701,15,Laxton-1701-15-verso,25,March,1,April,Bleeding,
1701,15,Laxton-1701-15-verso,25,March,1,April,Bloody-flux,
1701,15,Laxton-1701-15-verso,25,March,1,April,Calenture,
1701,15,Laxton-1701-15-verso,25,March,1,April,Cancer,
1701,15,Laxton-1701-15-verso,25,March,1,April,Canker,
1701,15,Laxton-1701-15-verso,25,March,1,April,Chicken Pox,
1701,15,Laxton-1701-15-verso,25,March,1,April,Child-Bed,3
1701,15,Laxton-1701-15-verso,25,March,1,April,Chrisoms,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Cold,
1701,15,Laxton-1701-15-verso,25,March,1,April,Colick,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Consumption,70
1701,15,Laxton-1701-15-verso,25,March,1,April,Convulsion,133
1701,15,Laxton-1701-15-verso,25,March,1,April,Cough,
1701,15,Laxton-1701-15-verso,25,March,1,April,Cramp,
1701,15,Laxton-1701-15-verso,25,March,1,April,Diabetes,
1701,15,Laxton-1701-15-verso,25,March,1,April,Dropsie,16
1701,15,Laxton-1701-15-verso,25,March,1,April,Falling-sickness,
1701,15,Laxton-1701-15-verso,25,March,1,April,Fever,58
1701,15,Laxton-1701-15-verso,25,March,1,April,Fistula,
1701,15,Laxton-1701-15-verso,25,March,1,April,Flox and Small-Pox,13
1701,15,Laxton-1701-15-verso,25,March,1,April,Flux,
1701,15,Laxton-1701-15-verso,25,March,1,April,French-Pox,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Frets,
1701,15,Laxton-1701-15-verso,25,March,1,April,Gangreen,
1701,15,Laxton-1701-15-verso,25,March,1,April,Gout,
1701,15,Laxton-1701-15-verso,25,March,1,April,Gravel,
1701,15,Laxton-1701-15-verso,25,March,1,April,Grief,
1701,15,Laxton-1701-15-verso,25,March,1,April,Griping in the Guts,15
1701,15,Laxton-1701-15-verso,25,March,1,April,Headache,
1701,15,Laxton-1701-15-verso,25,March,1,April,Headmouldshot,
1701,15,Laxton-1701-15-verso,25,March,1,April,Hooping Cough,
1701,15,Laxton-1701-15-verso,25,March,1,April,Hiccough,
1701,15,Laxton-1701-15-verso,25,March,1,April,Horshoehead,
1701,15,Laxton-1701-15-verso,25,March,1,April,Impostume,3
1701,15,Laxton-1701-15-verso,25,March,1,April,Infants,
1701,15,Laxton-1701-15-verso,25,March,1,April,Inflammation,
1701,15,Laxton-1701-15-verso,25,March,1,April,Itch,
1701,15,Laxton-1701-15-verso,25,March,1,April,Jaundies,2
1701,15,Laxton-1701-15-verso,25,March,1,April,Jaw-fallen,
1701,15,Laxton-1701-15-verso,25,March,1,April,Kings Evil,3
1701,15,Laxton-1701-15-verso,25,March,1,April,Leprosie,
1701,15,Laxton-1701-15-verso,25,March,1,April,Lethargy,
1701,15,Laxton-1701-15-verso,25,March,1,April,Liver-grown,
1701,15,Laxton-1701-15-verso,25,March,1,April,Looseness,
1701,15,Laxton-1701-15-verso,25,March,1,April,Lunatick and Frenzy,
1701,15,Laxton-1701-15-verso,25,March,1,April,Malignant Fever,
1701,15,Laxton-1701-15-verso,25,March,1,April,Meagrim,
1701,15,Laxton-1701-15-verso,25,March,1,April,Measles,
1701,15,Laxton-1701-15-verso,25,March,1,April,Miscarriage,
1701,15,Laxton-1701-15-verso,25,March,1,April,Mortification,
1701,15,Laxton-1701-15-verso,25,March,1,April,Mother,
1701,15,Laxton-1701-15-verso,25,March,1,April,Noli me tangere,
1701,15,Laxton-1701-15-verso,25,March,1,April,Palsie,
1701,15,Laxton-1701-15-verso,25,March,1,April,Plague,
1701,15,Laxton-1701-15-verso,25,March,1,April,Planet,
1701,15,Laxton-1701-15-verso,25,March,1,April,Plurisie,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Purples,
1701,15,Laxton-1701-15-verso,25,March,1,April,Quinsie,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Rash,
1701,15,Laxton-1701-15-verso,25,March,1,April,Rheumatism,
1701,15,Laxton-1701-15-verso,25,March,1,April,Rickets,9
1701,15,Laxton-1701-15-verso,25,March,1,April,Rising of the Lights,3
1701,15,Laxton-1701-15-verso,25,March,1,April,Running of the Reins,
1701,15,Laxton-1701-15-verso,25,March,1,April,Rupture,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Scald Head,
1701,15,Laxton-1701-15-verso,25,March,1,April,Scarlet Fever,
1701,15,Laxton-1701-15-verso,25,March,1,April,Sciatica,
1701,15,Laxton-1701-15-verso,25,March,1,April,Scowring,
1701,15,Laxton-1701-15-verso,25,March,1,April,Scurvy,
1701,15,Laxton-1701-15-verso,25,March,1,April,Sores,
1701,15,Laxton-1701-15-verso,25,March,1,April,Shingles,
1701,15,Laxton-1701-15-verso,25,March,1,April,Spleen,
1701,15,Laxton-1701-15-verso,25,March,1,April,Spotted-Fever,1
1701,15,Laxton-1701-15-verso,25,March,1,April,St. Anthony's Fire,
1701,15,Laxton-1701-15-verso,25,March,1,April,Starved,
1701,15,Laxton-1701-15-verso,25,March,1,April,Stone,
1701,15,Laxton-1701-15-verso,25,March,1,April,Stopping of the Stomach,12
1701,15,Laxton-1701-15-verso,25,March,1,April,Strangury,
1701,15,Laxton-1701-15-verso,25,March,1,April,Strongullion,
1701,15,Laxton-1701-15-verso,25,March,1,April,Suddenly,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Surfeit,4
1701,15,Laxton-1701-15-verso,25,March,1,April,Swelling in the Throat,
1701,15,Laxton-1701-15-verso,25,March,1,April,Swine-Pox,
1701,15,Laxton-1701-15-verso,25,March,1,April,Teeth,30
1701,15,Laxton-1701-15-verso,25,March,1,April,Thrush,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Tissick,7
1701,15,Laxton-1701-15-verso,25,March,1,April,Tympany,
1701,15,Laxton-1701-15-verso,25,March,1,April,Twisting of the Guts,
1701,15,Laxton-1701-15-verso,25,March,1,April,Ulcer,
1701,15,Laxton-1701-15-verso,25,March,1,April,Vapours,
1701,15,Laxton-1701-15-verso,25,March,1,April,Vomiting,
1701,15,Laxton-1701-15-verso,25,March,1,April,Water in the Head,
1701,15,Laxton-1701-15-verso,25,March,1,April,Wen,
1701,15,Laxton-1701-15-verso,25,March,1,April,Wind,
1701,15,Laxton-1701-15-verso,25,March,1,April,Wolf,
1701,15,Laxton-1701-15-verso,25,March,1,April,Worms,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Abortive,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Overlaid,1
1701,15,Laxton-1701-15-verso,25,March,1,April,Still-born,7
1701,15,Laxton-1701-15-verso,25,March,1,April,Drowned,2
1701,15,Laxton-1701-15-verso,25,March,1,April,Found Dead,
1701,15,Laxton-1701-15-verso,25,March,1,April,Executed,
1701,15,Laxton-1701-15-verso,25,March,1,April,Killed,3
1701,15,Laxton-1701-15-verso,25,March,1,April,Suicide,
1701,15,Laxton-1701-15-verso,25,March,1,April,Other,2
1701,15,Laxton-1701-15-verso,25,March,1,April,Buried (Male),219
1701,15,Laxton-1701-15-verso,25,March,1,April,Buried (Female),221
1701,15,Laxton-1701-15-verso,25,March,1,April,Buried (All),440
1701,15,Laxton-1701-15-verso,25,March,1,April,Increase/Decrease in Burials,5
1701,16,Laxton-1701-16-verso,1,April,8,April,Aged,38
1701,16,Laxton-1701-16-verso,1,April,8,April,Ague,
1701,16,Laxton-1701-16-verso,1,April,8,April,Apoplexy,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Asthma,
1701,16,Laxton-1701-16-verso,1,April,8,April,Bed-ridden,
1701,16,Laxton-1701-16-verso,1,April,8,April,Blasted,
1701,16,Laxton-1701-16-verso,1,April,8,April,Bleeding,
1701,16,Laxton-1701-16-verso,1,April,8,April,Bloody-flux,
1701,16,Laxton-1701-16-verso,1,April,8,April,Calenture,
1701,16,Laxton-1701-16-verso,1,April,8,April,Cancer,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Canker,
1701,16,Laxton-1701-16-verso,1,April,8,April,Chicken Pox,
1701,16,Laxton-1701-16-verso,1,April,8,April,Child-Bed,4
1701,16,Laxton-1701-16-verso,1,April,8,April,Chrisoms,
1701,16,Laxton-1701-16-verso,1,April,8,April,Cold,
1701,16,Laxton-1701-16-verso,1,April,8,April,Colick,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Consumption,48
1701,16,Laxton-1701-16-verso,1,April,8,April,Convulsion,91
1701,16,Laxton-1701-16-verso,1,April,8,April,Cough,
1701,16,Laxton-1701-16-verso,1,April,8,April,Cramp,
1701,16,Laxton-1701-16-verso,1,April,8,April,Diabetes,
1701,16,Laxton-1701-16-verso,1,April,8,April,Dropsie,17
1701,16,Laxton-1701-16-verso,1,April,8,April,Falling-sickness,
1701,16,Laxton-1701-16-verso,1,April,8,April,Fever,63
1701,16,Laxton-1701-16-verso,1,April,8,April,Fistula,
1701,16,Laxton-1701-16-verso,1,April,8,April,Flox and Small-Pox,20
1701,16,Laxton-1701-16-verso,1,April,8,April,Flux,1
1701,16,Laxton-1701-16-verso,1,April,8,April,French-Pox,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Frets,
1701,16,Laxton-1701-16-verso,1,April,8,April,Gangreen,
1701,16,Laxton-1701-16-verso,1,April,8,April,Gout,
1701,16,Laxton-1701-16-verso,1,April,8,April,Gravel,
1701,16,Laxton-1701-16-verso,1,April,8,April,Grief,
1701,16,Laxton-1701-16-verso,1,April,8,April,Griping in the Guts,25
1701,16,Laxton-1701-16-verso,1,April,8,April,Headache,
1701,16,Laxton-1701-16-verso,1,April,8,April,Headmouldshot,
1701,16,Laxton-1701-16-verso,1,April,8,April,Hooping Cough,
1701,16,Laxton-1701-16-verso,1,April,8,April,Hiccough,
1701,16,Laxton-1701-16-verso,1,April,8,April,Horshoehead,
1701,16,Laxton-1701-16-verso,1,April,8,April,Impostume,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Infants,
1701,16,Laxton-1701-16-verso,1,April,8,April,Inflammation,
1701,16,Laxton-1701-16-verso,1,April,8,April,Itch,
1701,16,Laxton-1701-16-verso,1,April,8,April,Jaundies,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Jaw-fallen,
1701,16,Laxton-1701-16-verso,1,April,8,April,Kings Evil,3
1701,16,Laxton-1701-16-verso,1,April,8,April,Leprosie,
1701,16,Laxton-1701-16-verso,1,April,8,April,Lethargy,
1701,16,Laxton-1701-16-verso,1,April,8,April,Liver-grown,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Looseness,
1701,16,Laxton-1701-16-verso,1,April,8,April,Lunatick and Frenzy,
1701,16,Laxton-1701-16-verso,1,April,8,April,Malignant Fever,
1701,16,Laxton-1701-16-verso,1,April,8,April,Meagrim,
1701,16,Laxton-1701-16-verso,1,April,8,April,Measles,
1701,16,Laxton-1701-16-verso,1,April,8,April,Miscarriage,
1701,16,Laxton-1701-16-verso,1,April,8,April,Mortification,
1701,16,Laxton-1701-16-verso,1,April,8,April,Mother,
1701,16,Laxton-1701-16-verso,1,April,8,April,Noli me tangere,
1701,16,Laxton-1701-16-verso,1,April,8,April,Palsie,
1701,16,Laxton-1701-16-verso,1,April,8,April,Plague,
1701,16,Laxton-1701-16-verso,1,April,8,April,Planet,
1701,16,Laxton-1701-16-verso,1,April,8,April,Plurisie,
1701,16,Laxton-1701-16-verso,1,April,8,April,Purples,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Quinsie,
1701,16,Laxton-1701-16-verso,1,April,8,April,Rash,
1701,16,Laxton-1701-16-verso,1,April,8,April,Rheumatism,
1701,16,Laxton-1701-16-verso,1,April,8,April,Rickets,13
1701,16,Laxton-1701-16-verso,1,April,8,April,Rising of the Lights,3
1701,16,Laxton-1701-16-verso,1,April,8,April,Running of the Reins,
1701,16,Laxton-1701-16-verso,1,April,8,April,Rupture,
1701,16,Laxton-1701-16-verso,1,April,8,April,Scald Head,
1701,16,Laxton-1701-16-verso,1,April,8,April,Scarlet Fever,
1701,16,Laxton-1701-16-verso,1,April,8,April,Sciatica,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Scowring,
1701,16,Laxton-1701-16-verso,1,April,8,April,Scurvy,
1701,16,Laxton-1701-16-verso,1,April,8,April,Sores,
1701,16,Laxton-1701-16-verso,1,April,8,April,Shingles,
1701,16,Laxton-1701-16-verso,1,April,8,April,Spleen,
1701,16,Laxton-1701-16-verso,1,April,8,April,Spotted-Fever,
1701,16,Laxton-1701-16-verso,1,April,8,April,St. Anthony's Fire,
1701,16,Laxton-1701-16-verso,1,April,8,April,Starved,
1701,16,Laxton-1701-16-verso,1,April,8,April,Stone,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Stopping of the Stomach,17
1701,16,Laxton-1701-16-verso,1,April,8,April,Strangury,
1701,16,Laxton-1701-16-verso,1,April,8,April,Strongullion,
1701,16,Laxton-1701-16-verso,1,April,8,April,Suddenly,
1701,16,Laxton-1701-16-verso,1,April,8,April,Surfeit,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Swelling in the Throat,
1701,16,Laxton-1701-16-verso,1,April,8,April,Swine-Pox,
1701,16,Laxton-1701-16-verso,1,April,8,April,Teeth,28
1701,16,Laxton-1701-16-verso,1,April,8,April,Thrush,
1701,16,Laxton-1701-16-verso,1,April,8,April,Tissick,12
1701,16,Laxton-1701-16-verso,1,April,8,April,Tympany,
1701,16,Laxton-1701-16-verso,1,April,8,April,Twisting of the Guts,
1701,16,Laxton-1701-16-verso,1,April,8,April,Ulcer,
1701,16,Laxton-1701-16-verso,1,April,8,April,Vapours,
1701,16,Laxton-1701-16-verso,1,April,8,April,Vomiting,
1701,16,Laxton-1701-16-verso,1,April,8,April,Water in the Head,
1701,16,Laxton-1701-16-verso,1,April,8,April,Wen,
1701,16,Laxton-1701-16-verso,1,April,8,April,Wind,
1701,16,Laxton-1701-16-verso,1,April,8,April,Wolf,
1701,16,Laxton-1701-16-verso,1,April,8,April,Worms,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Abortive,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Overlaid,3
1701,16,Laxton-1701-16-verso,1,April,8,April,Still-born,7
1701,16,Laxton-1701-16-verso,1,April,8,April,Drowned,2
1701,16,Laxton-1701-16-verso,1,April,8,April,Found Dead,
1701,16,Laxton-1701-16-verso,1,April,8,April,Executed,
1701,16,Laxton-1701-16-verso,1,April,8,April,Killed,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Suicide,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Other,1
1701,16,Laxton-1701-16-verso,1,April,8,April,Buried (Male),221
1701,16,Laxton-1701-16-verso,1,April,8,April,Buried (Female),190
1701,16,Laxton-1701-16-verso,1,April,8,April,Buried (All),411
1701,16,Laxton-1701-16-verso,1,April,8,April,Increase/Decrease in Burials,-29
1701,17,Laxton-1701-17-verso,8,April,15,April,Aged,34
1701,17,Laxton-1701-17-verso,8,April,15,April,Ague,
1701,17,Laxton-1701-17-verso,8,April,15,April,Apoplexy,
1701,17,Laxton-1701-17-verso,8,April,15,April,Asthma,
1701,17,Laxton-1701-17-verso,8,April,15,April,Bed-ridden,
1701,17,Laxton-1701-17-verso,8,April,15,April,Blasted,
1701,17,Laxton-1701-17-verso,8,April,15,April,Bleeding,1
1701,17,Laxton-1701-17-verso,8,April,15,April,Bloody-flux,
1701,17,Laxton-1701-17-verso,8,April,15,April,Calenture,
1701,17,Laxton-1701-17-verso,8,April,15,April,Cancer,1
1701,17,Laxton-1701-17-verso,8,April,15,April,Canker,
1701,17,Laxton-1701-17-verso,8,April,15,April,Chicken Pox,
1701,17,Laxton-1701-17-verso,8,April,15,April,Child-Bed,6
1701,17,Laxton-1701-17-verso,8,April,15,April,Chrisoms,
1701,17,Laxton-1701-17-verso,8,April,15,April,Cold,
1701,17,Laxton-1701-17-verso,8,April,15,April,Colick,
1701,17,Laxton-1701-17-verso,8,April,15,April,Consumption,44
1701,17,Laxton-1701-17-verso,8,April,15,April,Convulsion,95
1701,17,Laxton-1701-17-verso,8,April,15,April,Cough,
1701,17,Laxton-1701-17-verso,8,April,15,April,Cramp,
1701,17,Laxton-1701-17-verso,8,April,15,April,Diabetes,
1701,17,Laxton-1701-17-verso,8,April,15,April,Dropsie,13
1701,17,Laxton-1701-17-verso,8,April,15,April,Falling-sickness,
1701,17,Laxton-1701-17-verso,8,April,15,April,Fever,54
1701,17,Laxton-1701-17-verso,8,April,15,April,Fistula,
1701,17,Laxton-1701-17-verso,8,April,15,April,Flox and Small-Pox,21
1701,17,Laxton-1701-17-verso,8,April,15,April,Flux,
1701,17,Laxton-1701-17-verso,8,April,15,April,French-Pox,1
1701,17,Laxton-1701-17-verso,8,April,15,April,Frets,
1701,17,Laxton-1701-17-verso,8,April,15,April,Gangreen,
1701,17,Laxton-1701-17-verso,8,April,15,April,Gout,
1701,17,Laxton-1701-17-verso,8,April,15,April,Gravel,
1701,17,Laxton-1701-17-verso,8,April,15,April,Grief,
1701,17,Laxton-1701-17-verso,8,April,15,April,Griping in the Guts,31
1701,17,Laxton-1701-17-verso,8,April,15,April,Headache,
1701,17,Laxton-1701-17-verso,8,April,15,April,Headmouldshot,
1701,17,Laxton-1701-17-verso,8,April,15,April,Hooping Cough,
1701,17,Laxton-1701-17-verso,8,April,15,April,Hiccough,
1701,17,Laxton-1701-17-verso,8,April,15,April,Horshoehead,
1701,17,Laxton-1701-17-verso,8,April,15,April,Impostume,1
1701,17,Laxton-1701-17-verso,8,April,15,April,Infants,
1701,17,Laxton-1701-17-verso,8,April,15,April,Inflammation,
1701,17,Laxton-1701-17-verso,8,April,15,April,Itch,
1701,17,Laxton-1701-17-verso,8,April,15,April,Jaundies,2
1701,17,Laxton-1701-17-verso,8,April,15,April,Jaw-fallen,
1701,17,Laxton-1701-17-verso,8,April,15,April,Kings Evil,1
1701,17,Laxton-1701-17-verso,8,April,15,April,Leprosie,
1701,17,Laxton-1701-17-verso,8,April,15,April,Lethargy,
1701,17,Laxton-1701-17-verso,8,April,15,April,Liver-grown,
1701,17,Laxton-1701-17-verso,8,April,15,April,Looseness,
1701,17,Laxton-1701-17-verso,8,April,15,April,Lunatick and Frenzy,
1701,17,Laxton-1701-17-verso,8,April,15,April,Malignant Fever,
1701,17,Laxton-1701-17-verso,8,April,15,April,Meagrim,
1701,17,Laxton-1701-17-verso,8,April,15,April,Measles,
1701,17,Laxton-1701-17-verso,8,April,15,April,Miscarriage,
1701,17,Laxton-1701-17-verso,8,April,15,April,Mortification,
1701,17,Laxton-1701-17-verso,8,April,15,April,Mother,
1701,17,Laxton-1701-17-verso,8,April,15,April,Noli me tangere,
1701,17,Laxton-1701-17-verso,8,April,15,April,Palsie,
1701,17,Laxton-1701-17-verso,8,April,15,April,Plague,
1701,17,Laxton-1701-17-verso,8,April,15,April,Planet,
1701,17,Laxton-1701-17-verso,8,April,15,April,Plurisie,
1701,17,Laxton-1701-17-verso,8,April,15,April,Purples,
1701,17,Laxton-1701-17-verso,8,April,15,April,Quinsie,
1701,17,Laxton-1701-17-verso,8,April,15,April,Rash,
1701,17,Laxton-1701-17-verso,8,April,15,April,Rheumatism,
1701,17,Laxton-1701-17-verso,8,April,15,April,Rickets,7
1701,17,Laxton-1701-17-verso,8,April,15,April,Rising of the Lights,6
1701,17,Laxton-1701-17-verso,8,April,15,April,Running of the Reins,
1701,17,Laxton-1701-17-verso,8,April,15,April,Rupture,
1701,17,Laxton-1701-17-verso,8,April,15,April,Scald Head,
1701,17,Laxton-1701-17-verso,8,April,15,April,Scarlet Fever,
1701,17,Laxton-1701-17-verso,8,April,15,April,Sciatica,
