year,week,unique_identifier,start_day,start_month,end_day,end_month,parish_name,count,missing,illegible,source,bill_type,start_year,end_year,count_type
1669,42,1669-42-recto,5,October,12,October,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,42,1669-42-recto,5,October,12,October,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,42,1669-42-recto,5,October,12,October,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,42,1669-42-recto,5,October,12,October,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,43,1669-43-recto,12,October,19,October,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,43,1669-43-recto,12,October,19,October,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,43,1669-43-recto,12,October,19,October,Plague in the 13 out-Parishes in Middlesex and Surrey,1,FALSE,FALSE,Wellcome,Weekly,,,
1669,43,1669-43-recto,12,October,19,October,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,44,1669-44-recto,19,October,26,October,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,44,1669-44-recto,19,October,26,October,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,44,1669-44-recto,19,October,26,October,Plague in the 13 out-Parishes in Middlesex and Surrey,1,FALSE,FALSE,Wellcome,Weekly,,,
1669,44,1669-44-recto,19,October,26,October,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,45,1669-45-recto,26,October,2,November,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,45,1669-45-recto,26,October,2,November,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,45,1669-45-recto,26,October,2,November,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,45,1669-45-recto,26,October,2,November,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,46,1669-46-recto,2,November,9,November,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,46,1669-46-recto,2,November,9,November,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,46,1669-46-recto,2,November,9,November,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,46,1669-46-recto,2,November,9,November,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,47,1669-47-recto,9,November,16,November,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,47,1669-47-recto,9,November,16,November,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,47,1669-47-recto,9,November,16,November,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,47,1669-47-recto,9,November,16,November,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,48,1669-48-recto,16,November,23,November,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,48,1669-48-recto,16,November,23,November,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,48,1669-48-recto,16,November,23,November,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,48,1669-48-recto,16,November,23,November,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,49,1669-49-recto,23,November,30,November,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,49,1669-49-recto,23,November,30,November,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,49,1669-49-recto,23,November,30,November,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,49,1669-49-recto,23,November,30,November,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,50,1669-50-recto,30,November,7,December,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,50,1669-50-recto,30,November,7,December,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,50,1669-50-recto,30,November,7,December,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,50,1669-50-recto,30,November,7,December,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,51,1669-51-recto,7,December,14,December,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,51,1669-51-recto,7,December,14,December,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,51,1669-51-recto,7,December,14,December,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,51,1669-51-recto,7,December,14,December,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,52,1669-52-recto,14,December,21,December,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,52,1669-52-recto,14,December,21,December,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,52,1669-52-recto,14,December,21,December,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,52,1669-52-recto,14,December,21,December,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,1,1669-1-recto,21,December,28,December,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,1,1669-1-recto,21,December,28,December,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,1,1669-1-recto,21,December,28,December,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,1,1669-1-recto,21,December,28,December,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,2,1669-2-recto,28,December,4,January,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,2,1669-2-recto,28,December,4,January,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,2,1669-2-recto,28,December,4,January,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,2,1669-2-recto,28,December,4,January,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,3,1669-03-recto,4,January,11,January,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,3,1669-03-recto,4,January,11,January,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,3,1669-03-recto,4,January,11,January,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,3,1669-03-recto,4,January,11,January,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,4,1669-04-recto,11,January,18,January,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,4,1669-04-recto,11,January,18,January,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,4,1669-04-recto,11,January,18,January,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,4,1669-04-recto,11,January,18,January,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,5,1669-05-recto,18,January,25,January,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,5,1669-05-recto,18,January,25,January,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,5,1669-05-recto,18,January,25,January,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,5,1669-05-recto,18,January,25,January,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,6,1669-06-recto,25,January,1,February,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,6,1669-06-recto,25,January,1,February,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,6,1669-06-recto,25,January,1,February,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,6,1669-06-recto,25,January,1,February,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,7,1669-07-recto,1,February,8,February,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,7,1669-07-recto,1,February,8,February,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,7,1669-07-recto,1,February,8,February,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,7,1669-07-recto,1,February,8,February,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,8,1669-08-recto,8,February,15,February,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,8,1669-08-recto,8,February,15,February,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,8,1669-08-recto,8,February,15,February,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,8,1669-08-recto,8,February,15,February,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,9,1669-09-recto,15,February,22,February,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,9,1669-09-recto,15,February,22,February,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,9,1669-09-recto,15,February,22,February,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,9,1669-09-recto,15,February,22,February,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,10,1669-10-recto,22,February,1,March,Plague in the 97 Parishes within the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,10,1669-10-recto,22,February,1,March,Plague in the 16 Parishes without the Walls,,FALSE,FALSE,Wellcome,Weekly,,,
1669,10,1669-10-recto,22,February,1,March,Plague in the 13 out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Wellcome,Weekly,,,
1669,10,1669-10-recto,22,February,1,March,Plague in the 5 Parishes in the City and Liberties of Westminster,,FALSE,FALSE,Wellcome,Weekly,,,
1669,11,1669-11-recto-form-fill,1,March,8,March,Plague in the 97 Parishes within the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,11,1669-11-recto-form-fill,1,March,8,March,Plague in the 16 Parishes without the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,11,1669-11-recto-form-fill,1,March,8,March,Plague in the 13 out-Parishes in Middlesex and Surrey,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,11,1669-11-recto-form-fill,1,March,8,March,Plague in the 5 Parishes in the City and Liberties of Westminster,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,12,1669-12-recto-form-fill,8,March,15,March,Plague in the 97 Parishes within the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,12,1669-12-recto-form-fill,8,March,15,March,Plague in the 16 Parishes without the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,12,1669-12-recto-form-fill,8,March,15,March,Plague in the 13 out-Parishes in Middlesex and Surrey,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,12,1669-12-recto-form-fill,8,March,15,March,Plague in the 5 Parishes in the City and Liberties of Westminster,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,13,1669-13-recto-form-fill,15,March,22,March,Plague in the 97 Parishes within the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,13,1669-13-recto-form-fill,15,March,22,March,Plague in the 16 Parishes without the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,13,1669-13-recto-form-fill,15,March,22,March,Plague in the 13 out-Parishes in Middlesex and Surrey,0,FALSE,FALSE,Wellcome,Weekly,,,
1669,13,1669-13-recto-form-fill,15,March,22,March,Plague in the 5 Parishes in the City and Liberties of Westminster,0,FALSE,FALSE,Wellcome,Weekly,,,
1670,14,1670-14-recto,22,March,29,March,Plague in the 97 Parishes within the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1670,14,1670-14-recto,22,March,29,March,Plague in the 16 Parishes without the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1670,14,1670-14-recto,22,March,29,March,Plague in the 13 out-Parishes in Middlesex and Surrey,0,FALSE,FALSE,Wellcome,Weekly,,,
1670,14,1670-14-recto,22,March,29,March,Plague in the 5 Parishes in the City and Liberties of Westminster,0,FALSE,FALSE,Wellcome,Weekly,,,
1670,15,1670-15-recto,29,March,5,April,Plague in the 97 Parishes within the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1670,15,1670-15-recto,29,March,5,April,Plague in the 16 Parishes without the Walls,0,FALSE,FALSE,Wellcome,Weekly,,,
1670,15,1670-15-recto,29,March,5,April,Plague in the 13 out-Parishes in Middlesex and Surrey,0,FALSE,FALSE,Wellcome,Weekly,,,
1670,15,1670-15-recto,29,March,5,April,Plague in the 5 Parishes in the City and Liberties of Westminster,0,FALSE,FALSE,Wellcome,Weekly,,,
1701,14,Laxton-1701-14-recto,18,March,25,March,Plague in the 97 parishes within the walls,0,,,Laxton,Weekly,,,
1701,14,Laxton-1701-14-recto,18,March,25,March,Plague in the parishes without the walls,0,,,Laxton,Weekly,,,
1701,14,Laxton-1701-14-recto,18,March,25,March,Plague in the out-Parishes in Middlesex and Surrey,0,,,Laxton,Weekly,,,
1701,14,Laxton-1701-14-recto,18,March,25,March,Plague in the Parishes and Liberties of Westminster,0,,,Laxton,Weekly,,,
1701,15,Laxton-1701-15-recto,25,March,1,April,Plague in the 97 parishes within the walls,0,,,Laxton,Weekly,,,
1701,15,Laxton-1701-15-recto,25,March,1,April,Plague in the parishes without the walls,0,,,Laxton,Weekly,,,
1701,15,Laxton-1701-15-recto,25,March,1,April,Plague in the out-Parishes in Middlesex and Surrey,0,,,Laxton,Weekly,,,
1701,15,Laxton-1701-15-recto,25,March,1,April,Plague in the Parishes and Liberties of Westminster,0,,,Laxton,Weekly,,,
1701,16,Laxton-1700-16-recto,1,April,8,April,Plague in the 97 parishes within the walls,0,,,Laxton,Weekly,,,
1701,16,Laxton-1700-16-recto,1,April,8,April,Plague in the parishes without the walls,0,,,Laxton,Weekly,,,
1701,16,Laxton-1700-16-recto,1,April,8,April,Plague in the out-Parishes in Middlesex and Surrey,0,,,Laxton,Weekly,,,
1701,16,Laxton-1700-16-recto,1,April,8,April,Plague in the Parishes and Liberties of Westminster,0,,,Laxton,Weekly,,,
1701,17,Laxton-1701-17-recto,8,April,15,April,Plague in the 97 parishes within the walls,0,,,Laxton,Weekly,,,
1701,17,Laxton-1701-17-recto,8,April,15,April,Plague in the parishes without the walls,0,,,Laxton,Weekly,,,
1701,17,Laxton-1701-17-recto,8,April,15,April,Plague in the out-Parishes in Middlesex and Surrey,0,,,Laxton,Weekly,,,
1701,17,Laxton-1701-17-recto,8,April,15,April,Plague in the Parishes and Liberties of Westminster,0,,,Laxton,Weekly,,,
1701,18,Laxton-1701-18-recto,15,April,22,April,Plague in the 97 parishes within the walls,0,,,Laxton,Weekly,,,
1701,18,Laxton-1701-18-recto,15,April,22,April,Plague in the parishes without the walls,0,,,Laxton,Weekly,,,
1701,18,Laxton-1701-18-recto,15,April,22,April,Plague in the out-Parishes in Middlesex and Surrey,0,,,Laxton,Weekly,,,
1701,18,Laxton-1701-18-recto,15,April,22,April,Plague in the Parishes and Liberties of Westminster,0,,,Laxton,Weekly,,,
